total_time,total_inference_time,total_prompt_tokens,total_completion_tokens,total_tasks,total_cost,average_task_time,average_inference_time,average_prompt_tokens,average_completion_tokens,accuracy,min_cost,max_cost,stddev_cost,min_task_time,max_task_time,stddev_task_time,min_inference_time,max_inference_time,stddev_inference_time,median_inference_time,min_prompt_tokens,max_prompt_tokens,stddev_prompt_tokens,min_completion_tokens,max_completion_tokens,stddev_completion_tokens,min_total_tokens,max_total_tokens,stddev_total_tokens,strategy,dataset,model,run
376.9750642776489,323.1445162296295,31154,26146,164,0.054796000000000004,2.2986284407173714,1.9703933916440823,189.96341463414635,159.4268292682927,0.7439024390243902,0.00010400000000000001,0.0009365,0.0001438189804827222,0.7152712345123291,21.471225261688232,1.8301298509022765,0.6792199611663818,6.3478615283966064,0.9640975490756563,1.7119817733764648,85,473,70.27918822433278,37,509,81.91159838887884,134,855,132.10710992672455,simple,humaneval,gpt-3.5-turbo-0125,run4
370.47977232933044,318.7552683353424,31154,25765,164,0.054224499999999995,2.2590230020081123,1.9436296849716,189.96341463414635,157.10365853658536,0.7439024390243902,0.00010400000000000001,0.0009365,0.00013845321380060593,0.6972472667694092,21.86560893058777,1.8458571777505839,0.5042450428009033,6.183584928512573,0.9282352268053294,1.746940016746521,85,473,70.27918822433278,17,509,79.99705661015032,134,855,126.69954465069715,simple,humaneval,gpt-3.5-turbo-0125,run5
2172.951800107956,2169.857821702957,31154,51022,164,1.8421999999999996,13.249706098219244,13.230840376237543,189.96341463414635,311.109756097561,0.8658536585365854,0.00421,0.026010000000000002,0.0035089756909276494,4.265836000442505,36.21484899520874,4.862780662923494,4.264478921890259,36.211755990982056,4.830674962636562,12.140833377838135,85,473,70.27918822433278,112,763,101.9560841461591,197,1075,153.4461621369116,simple,humaneval,gpt-4-1106-preview,run1
2063.9072012901306,2060.876388311386,31154,51503,164,1.8566300000000002,12.58480000786665,12.566319440923087,189.96341463414635,314.0426829268293,0.8597560975609756,0.00457,0.02484,0.003408294432330229,5.117722988128662,27.535874843597412,4.156295015102123,5.1164538860321045,27.532404899597168,4.135986079738534,11.960930705070496,85,473,70.27918822433278,124,724,99.07630761896635,209,1036,149.60653905163647,simple,humaneval,gpt-4-1106-preview,run2
2077.923707485199,2072.550922393799,31154,51382,164,1.8530000000000004,12.670266509056091,12.637505624352432,189.96341463414635,313.3048780487805,0.8780487804878049,0.004540000000000001,0.02424,0.0034186907371721643,4.540069818496704,26.423282146453857,4.408410204936379,4.538641929626465,26.421464920043945,4.35455342591058,12.145332217216492,85,473,70.27918822433278,123,704,98.28226397291364,208,1016,151.43356264862058,simple,humaneval,gpt-4-1106-preview,run3
2068.470718860626,2065.1838517189026,31154,51947,164,1.869950000000001,12.612626334516014,12.592584461700625,189.96341463414635,316.75,0.8658536585365854,0.00493,0.02154,0.0035639210785716057,5.104875564575195,24.971468925476074,4.22458341322854,5.103473663330078,24.967774152755737,4.186069118773576,12.120572328567505,85,473,70.27918822433278,133,614,103.8105503698837,221,955,155.17074566341793,simple,humaneval,gpt-4-1106-preview,run4
1974.6085224151611,1971.2287888526917,31154,51350,164,1.8520399999999995,12.04029586838513,12.019687736906656,189.96341463414635,313.109756097561,0.8597560975609756,0.00442,0.02316,0.003404032429323973,4.625404596328735,25.03667163848877,4.075669809576437,4.624415874481201,25.0163791179657,4.0581371974633385,11.578663349151611,85,473,70.27918822433278,119,668,97.67901685460639,204,980,151.1131522973654,simple,humaneval,gpt-4-1106-preview,run5
713.1315717697144,2225.2153747081757,141341,18503,164,8.272590000000006,4.348363242498258,4.01903968467945,861.8353658536586,112.82317073170732,0.926829268292683,0.0,1.53498,0.1971584173024168,0.1317589282989502,211.83347129821777,25.2905864662513,0.0,201.7327389717102,24.61545888936777,0.0,0,41230,5236.712792828131,0,6626,708.5112875693637,0,45692,5899.562481894691,ldb,humaneval,gpt-4-0613+gpt-4-0613,run1
913.3820922374725,2422.1248486042023,187202,23410,164,9.949079999999997,5.569403001448003,5.3765932394237055,1141.4756097560976,142.7439024390244,0.9085365853658537,0.0,1.57377,0.21730669475205786,0.12307882308959961,268.96222496032715,29.654330492672166,0.0,267.3249776363373,29.430764721999147,0.0,0,41222,5795.5473361695385,0,6999,776.8503311958849,0,46273,6513.466308371587,ldb,humaneval,gpt-4-0613+gpt-4-0613,run2
685.9322464466095,2033.2941620349884,157038,17617,164,8.6991,4.18251369784518,3.9854581268822273,957.5487804878048,107.42073170731707,0.9085365853658537,0.0,1.6682400000000004,0.21571628316003424,0.12809491157531738,214.8636236190796,23.817954843757814,0.0,213.2040650844574,23.593763934256796,0.0,0,46892,5948.140420142127,0,5455,644.8509789781139,0,50169,6567.0622900779745,ldb,humaneval,gpt-4-0613+gpt-4-0613,run3
842.1010947227478,2239.21599984169,170008,21959,164,9.36372,5.134762772699681,4.620112451111398,1036.6341463414635,133.89634146341464,0.9146341463414634,0.0,1.8181800000000001,0.2225698907107161,0.13318657875061035,268.6616003513336,27.327610859771077,0.0,260.4421954154968,26.424631075065594,0.0,0,45354,5913.6206820231055,0,7626,774.4146700660615,0,52980,6663.819488625041,ldb,humaneval,gpt-4-0613+gpt-4-0613,run4
794.0224895477295,2277.8965830802917,198365,22678,164,10.263210000000004,4.8416005460227405,4.368945467762831,1209.5426829268292,138.28048780487805,0.9024390243902439,0.0,1.84635,0.24839019091548448,0.13400769233703613,262.6840145587921,26.666578859560655,0.0,256.2802526950836,25.800100418692896,0.0,0,45947,6764.700131516003,0,7799,802.544217758392,0,53746,7517.51285062667,ldb,humaneval,gpt-4-0613+gpt-4-0613,run5
3408.744767189026,5300.516640901566,328948,57317,164,6.933510000000003,20.785029068225768,20.554203817030277,2005.780487804878,349.4939024390244,0.926829268292683,0.0,0.67529,0.13097405967990042,0.10963869094848633,631.0595586299896,90.43249620956888,0.0,629.5151214599609,90.13997575923088,0.0,0,43834,8620.491305265426,0,9830,1521.0390882347672,0,51419,10104.230538591686,ldb,humaneval,gpt-4-turbo-2024-04-09+gpt-4-turbo-2024-04-09,run1
3959.2056624889374,5922.443379402161,320380,64968,164,7.07793,24.141497942005717,23.86702588564012,1953.5365853658536,396.1463414634146,0.9329268292682927,0.0,0.6815100000000001,0.13098471914318824,0.11364459991455078,653.1972270011902,101.52214124299503,0.0,651.4996814727783,101.21343493894801,0.0,0,45038,8148.357014858767,0,10013,1679.9200727550785,0,51976,9788.23480627504,ldb,humaneval,gpt-4-turbo-2024-04-09+gpt-4-turbo-2024-04-09,run2
2432.7823417186737,4342.014012336731,196050,39972,164,5.113670000000001,14.834038669016303,14.534146858424675,1195.4268292682927,243.73170731707316,0.9390243902439024,0.0,0.6976400000000001,0.10380711556565837,0.1169285774230957,526.9317643642426,78.22766544726862,0.0,525.208348274231,77.96570174199559,0.0,0,44756,6463.118046592043,0,10310,1324.7828904082885,0,52351,7762.573970633618,ldb,humaneval,gpt-4-turbo-2024-04-09+gpt-4-turbo-2024-04-09,run3
3387.5874207019806,5022.405726909637,248447,52173,164,5.982340000000001,20.656020857938906,20.31963963770285,1514.9207317073171,318.1280487804878,0.9451219512195121,0.0,0.74813,0.11796952932661729,0.11689949035644531,680.46275639534,98.498946954753,0.0,672.7505350112915,97.93777914515272,0.0,0,44184,7248.926540360511,0,10796,1549.2898834666546,0,53221,8753.288441350665,ldb,humaneval,gpt-4-turbo-2024-04-09+gpt-4-turbo-2024-04-09,run4
3306.130888938904,4900.40145111084,312343,54394,164,6.669509999999999,20.159334688651853,19.872240300585585,1904.530487804878,331.6707317073171,0.9207317073170732,0.0,0.66576,0.1246055495684373,0.1197211742401123,503.42211389541626,86.44960961648987,0.0,501.7404980659485,86.11649534271947,0.0,0,45195,8206.484123783548,0,7880,1439.929689446382,0,52322,9618.000625858625,ldb,humaneval,gpt-4-turbo-2024-04-09+gpt-4-turbo-2024-04-09,run5
1499.7889199256897,3637.6573057174683,185048,30403,164,4.60477,9.145054389790792,8.949996853747018,1128.341463414634,185.3841463414634,0.9207317073170732,0.0,0.6464000000000002,0.08435502759388061,0.11050271987915039,363.8492238521576,46.01778998133863,0.0,362.4282512664795,45.83548367955918,0.0,0,45332,5635.645639344082,0,7011,945.6803919260989,0,51768,6565.385033799579,ldb,humaneval,gpt-4-1106-preview+gpt-4-1106-preview,run1
3394.77028465271,5417.619955778122,384155,68965,164,7.767129999999999,20.699818808857987,20.467948582114243,2342.4085365853657,420.5182926829268,0.8902439024390244,0.0,0.67423,0.139241367715564,0.1070413589477539,448.42910718917847,80.71570817924564,0.0,447.0226857662201,80.42224424834693,0.0,0,46570,9031.20210140882,0,8407,1654.6946875075712,0,53521,10654.869318341367,ldb,humaneval,gpt-4-1106-preview+gpt-4-1106-preview,run2
3762.4147279262543,5788.03924703598,400515,70693,164,7.978940000000002,22.941553219062527,22.65541661367184,2442.1646341463415,431.0548780487805,0.8963414634146342,0.0,0.6485400000000001,0.1440243991177848,0.10977792739868164,458.64739894866943,88.84783554093481,0.0,457.15046191215515,88.53672769761796,0.0,0,46186,9429.515157290096,0,8903,1685.0833670845898,0,52054,11078.880086172461,ldb,humaneval,gpt-4-1106-preview+gpt-4-1106-preview,run3
3258.076799631119,5283.692782878876,369803,62995,164,7.457830000000001,19.866321948970235,19.62505445829252,2254.8963414634145,384.1158536585366,0.9207317073170732,0.0,0.6610300000000001,0.13197002853233186,0.10862374305725098,472.00910687446594,77.43373229752635,0.0,470.5723536014557,77.18044488320567,0.0,0,43984,8733.497204364174,0,9497,1518.5828572952632,0,51029,10212.284559599322,ldb,humaneval,gpt-4-1106-preview+gpt-4-1106-preview,run4
5350.732586860657,4821.166961431503,273962,52030,164,6.15256,32.62641821256498,17.377671784017146,1670.5,317.2560975609756,0.9085365853658537,0.0,0.69287,0.11866480913786981,0.11471676826477051,968.8413236141205,153.49903838539385,0.0,512.6054270267487,80.3665105316877,0.0,0,43701,7451.485952603044,0,9541,1485.9782946913726,0,50434,8918.40542786262,ldb,humaneval,gpt-4-1106-preview+gpt-4-1106-preview,run5
986.482743024826,4003.8815507888794,193519,27489,164,16.14675,6.015138676980647,5.8120580039373255,1179.9939024390244,167.6158536585366,0.9146341463414634,0.0,1.61829,0.21698547526221212,0.12681126594543457,228.70900058746338,27.99843229923101,0.0,227.1280300617218,27.785688520916583,0.0,0,46531,5724.7398863908,0,6846,802.2770997465866,0,50237,6472.999956413753,ldb,humaneval,gpt-4-0613+reflexion,run1
1734.0940644741058,4277.424840211868,325277,45661,164,20.79735000000001,10.573744295573816,9.893664887765558,1983.3963414634147,278.4207317073171,0.9024390243902439,0.0,1.7209799999999997,0.30538100932065126,0.12973427772521973,281.324196100235,41.02102850271787,0.0,272.2621467113495,39.570174203508316,0.0,0,46604,8035.650628667152,0,7038,1102.8053128703937,0,51960,9103.813321061532,ldb,humaneval,gpt-4-0613+reflexion,run2
1201.7991387844086,3965.306990623474,239463,33913,164,17.429789999999997,7.328043529173223,6.832760030176582,1460.1402439024391,206.78658536585365,0.9024390243902439,0.0,1.88721,0.27838148757267334,0.13199210166931152,274.4748041629791,34.59943490525963,0.0,268.2698223590851,33.67660255486718,0.0,0,46994,7302.085046283409,0,8282,1023.8387272665776,0,54625,8286.461907935643,ldb,humaneval,gpt-4-0613+reflexion,run3
1329.8305110931396,3823.251670360565,294456,35652,164,19.234860000000005,8.108722628616706,7.649901712813029,1795.4634146341464,217.390243902439,0.9085365853658537,0.0,1.7060700000000004,0.29167940934054387,0.11865377426147461,214.8167004585266,32.49271897856435,0.0,212.71342206001282,31.674938813883312,0.0,0,48771,7989.324939341456,0,6260,906.9182193513102,0,52820,8851.953906691046,ldb,humaneval,gpt-4-0613+reflexion,run4
1013.3502514362335,3208.8411173820496,221832,29966,164,16.434420000000003,6.178964947781911,5.961257922940138,1352.6341463414635,182.71951219512195,0.8963414634146342,0.0,1.7658,0.2611095488007026,0.12100768089294434,220.74797177314758,29.84494595014273,0.0,218.95092225074768,29.576851233563414,0.0,0,47426,6937.9363438961955,0,6800,901.3892450826562,0,53143,7818.679786525322,ldb,humaneval,gpt-4-0613+reflexion,run5
2175.9384293556213,5358.8612408638,199124,39788,164,7.310690000000001,13.267917252168424,13.036348645280047,1214.1707317073171,242.609756097561,0.9207317073170732,0.0,0.64145,0.10089308062395266,0.1199960708618164,513.9686179161072,68.85087395718503,0.0,512.3189876079559,68.4972396942991,0.0,0,42542,6355.54524757591,0,9457,1270.3579492284991,0,49743,7591.60044722401,ldb,humaneval,gpt-4-turbo-2024-04-09+reflexion,run1
1431.2912051677704,4599.54674243927,158625,28325,164,6.330630000000003,8.727385397364454,8.53945144502128,967.2256097560976,172.71341463414635,0.9512195121951219,0.0,0.61803,0.08335061997571869,0.12355709075927734,451.87853264808655,48.60192943130433,0.0,450.1976103782654,48.41072786481921,0.0,0,45993,5541.186838083953,0,9500,989.521268431275,0,51263,6455.174864876742,ldb,humaneval,gpt-4-turbo-2024-04-09+reflexion,run2
1551.2939133644104,4745.557625293732,158665,28109,164,6.192349999999999,9.459109227831771,9.253645440427269,967.469512195122,171.39634146341464,0.9390243902439024,0.0,0.7280800000000001,0.09011353852948818,0.118896484375,520.4368467330933,57.06932594494094,0.0,517.9927041530609,56.801896872431946,0.0,0,43907,5873.0533675389415,0,9979,1063.102524180546,0,52850,6913.968665377414,ldb,humaneval,gpt-4-turbo-2024-04-09+reflexion,run3
4004.608469247818,7319.720814228058,359863,72450,164,9.634290000000004,24.41834432468182,24.14875304553567,2194.2865853658536,441.7682926829268,0.9207317073170732,0.0,0.6972800000000001,0.13962058428326404,0.12617993354797363,565.2503523826599,98.93997481513372,0.0,562.6631047725677,98.54153690731921,0.0,0,43165,8726.949552975944,0,9992,1788.6785422700848,0,50938,10457.248634175718,ldb,humaneval,gpt-4-turbo-2024-04-09+reflexion,run4
1943.6183190345764,5461.74725651741,187553,37474,164,6.843139999999998,11.851331213625466,11.595181639601545,1143.6158536585365,228.5,0.9146341463414634,0.0,0.7153999999999998,0.09388198349539664,0.1267862319946289,531.330069065094,61.17283547295146,0.0,528.0263426303864,60.77590084209933,0.0,0,42091,5827.353507434229,0,10426,1206.4656717776575,0,50688,7007.638916412189,ldb,humaneval,gpt-4-turbo-2024-04-09+reflexion,run5
878.506560087204,4037.590418100357,383882,34774,164,4.369912000000001,5.356747317604903,4.979819238185883,2340.743902439024,212.03658536585365,0.8780487804878049,0.0,0.0268095,0.005870200268383714,0.12468886375427246,134.0928463935852,20.815743328330456,0.0,130.06350994110107,20.041165274346035,0.0,0,43146,9259.701086101555,0,5706,863.6883021761242,0,46251,10080.432997838507,ldb,humaneval,gpt-3.5-turbo-0125+reflexion,run1
1034.900322675705,4189.184854269028,478756,43580,164,4.199378000000002,6.3103678211933225,6.037244809836876,2919.243902439024,265.7317073170732,0.8963414634146342,0.0,0.029577000000000006,0.00656904154194047,0.11825132369995117,116.25531148910522,22.19941252985266,0.0,114.33828377723694,21.819654166438212,0.0,0,44694,10346.655381538443,0,5276,967.9452850325266,0,49514,11270.821825088817,ldb,humaneval,gpt-3.5-turbo-0125+reflexion,run2
718.6222603321075,3908.517501115799,335252,31749,164,3.9776794999999994,4.381843050805534,4.149742244220361,2044.219512195122,193.59146341463415,0.9146341463414634,0.0,0.0321175,0.005811918526491885,0.12077879905700684,173.2124433517456,20.094519760198907,0.0,170.88393688201904,19.79485558695317,0.0,0,45511,9033.373914022224,0,8413,939.3276659269434,0,48143,9883.036942012279,ldb,humaneval,gpt-3.5-turbo-0125+reflexion,run3
1013.7220425605774,4330.348744869232,516948,44248,164,4.187006000000003,6.181231966832789,5.920874573835513,3152.121951219512,269.8048780487805,0.8902439024390244,0.0,0.035063,0.006781691470917749,0.11930704116821289,158.74819207191467,22.175785672344727,0.0,156.98915266990662,21.834389760718363,0.0,0,46980,10742.049418189625,0,7800,1017.4331221327859,0,54526,11669.584215450195,ldb,humaneval,gpt-3.5-turbo-0125+reflexion,run4
1244.8959052562714,4756.455110788345,621363,52828,164,4.233313499999999,7.590828690587021,7.294619775399929,3788.798780487805,322.1219512195122,0.8658536585365854,0.0,0.032637999999999986,0.007606628118433251,0.11264562606811523,147.06572318077087,25.399302455883788,0.0,145.5236439704895,24.993337341891802,0.0,0,51353,12135.39264365616,0,6795,1131.7556250589662,0,53031,13143.99038586139,ldb,humaneval,gpt-3.5-turbo-0125+reflexion,run5
592.8686635494232,2473.2274408340454,415145,29982,164,2.177065500000001,3.6150528265208735,3.3146355239356438,2531.371951219512,182.8170731707317,0.9207317073170732,0.0,0.027775999999999995,0.005987596734092097,0.11609506607055664,76.96279859542847,13.425187401189353,0.0,75.33820271492004,13.114127958913212,0.0,0,47266,9879.514862381566,0,4424,727.1795944960941,0,50028,10574.21621140418,ldb,humaneval,gpt-3.5-turbo-0125+gpt-4-turbo-2024-04-09,run1
791.9015023708344,2748.0913310050964,534980,40947,164,2.254000500000001,4.828667697383136,4.51122071248729,3262.0731707317073,249.6768292682927,0.8963414634146342,0.0,0.0275045,0.006815634880927773,0.12055158615112305,86.52941179275513,16.05433135925151,0.0,85.04311037063599,15.679124449309565,0.0,0,46092,11119.011053345937,0,5211,877.0084254757927,0,48434,11950.752643790578,ldb,humaneval,gpt-3.5-turbo-0125+gpt-4-turbo-2024-04-09,run2
